1,10000,100,3,12,1000,28749,69.245
1,10000,1,3,12,100,26613,255.71
1,10000,10,3,12,100,65633,36.743
1,10000,10,6,3,1000,25751,371.7
1,10000,10,6,12,1000,1278.3,83.529
3,10000,10,3,1,1000,21758,1074.3
1,100,100,3,3,1000,1346.5,107.84
3,10000,10,3,12,10,27870,135.9
3,100,100,6,3,100,28825,89.23
1,100,100,1,3,10,0,0
1,100,100,1,3,10,28083,129.17
3,10000,100,6,3,1000,1305.7,58.766
3,100,100,6,12,100,1335.2,136.01
3,10000,100,1,12,1000,28134,73.205
1,100,100,6,12,100,1308.2,50.083
3,10000,100,1,12,100,1204.1,103.66
1,100,100,3,12,1000,28660,83.538
1,10000,100,6,12,10,28503,49.963
1,100,10,1,3,100,30299,42.246
3,10000,10,6,3,1000,27540,321.49
